from_name,from_address,from_type,to_name,to_address,to_type,distance_m,time_min
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,494,5
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,64,0
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,LES TERRASSES DU ROUGE GORGE,"10 bis, Place de l'Amirande, Avignon, France",Restaurant,384,4
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Brut Butcher,"641 avenue de Saint Tronquet, Avignon, France",Restaurant,6345,76
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,V&G Veggie et Gourmand,"24 Rue de la Bonneterie, Avignon, France",Restaurant,160,1
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Planet Rock,"229 rue Graham Bell, Avignon, France",Restaurant,6579,78
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,L’Annexe,"7 Place Saint-Marc, Avignon, France",Restaurant,2036,24
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Auberge de Cassagne & Spa,"450 allée de Cassagne, Avignon, France",Restaurant,5642,67
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Chapelle de l’Oratoire,"32 rue Joseph Vernet, Avignon, 84000",Activité,383,4
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Parc Municipal Bardi,"Avenue Pierre de Coubertin, Vedène, 84270, Avignon, France",Activité,8809,105
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Restaurant Le 26,"26, rue des Trois Faucons, Avignon, France",Restaurant,118,1
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,O’Gastos,"49 rue porte de Jonquerettes, Avignon, France",Restaurant,9941,119
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Chapelle des Pénitents Gris,"53 rue de la République, Villeneuve-lez-Avignon, 30400",Activité,2305,27
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Le Pavillon Bleu,"25, allée Antoine Pinay, Avignon, France",Restaurant,929,11
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Restaurant / Cocktail Bar   Le Bercail,"162, Chemin des Canotiers, Avignon, France",Restaurant,992,11
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Naka,"4, Place de la Principale, Avignon, France",Restaurant,141,1
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Jardin des Carmes,"Place des Carmes, Avignon, 84000",Activité,638,7
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Eglise Saint-Symphorien les Carmes,"Place des Carmes, Avignon, 84000",Activité,638,7
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Crêperie Le L,"3 place Saint-Marc, Avignon, France",Restaurant,2036,24
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Les Jardins du Palais des papes,"Palais des papes, Avignon, 84000",Activité,452,5
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Chapelle des Pénitents Blancs,"Place de l'Église, Caumont-sur-Durance, 84510, Avignon, France",Activité,12509,150
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Château de Fargues,"Avenue Pierre de Coubertin, Le Pontet, 84130, Avignon, France",Activité,4519,54
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Archives Municipales – Musée du Mont de Piété et de la Condition des Soies,"6, rue Saluces, Avignon, 84000",Activité,476,5
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Kouk – cantine de quartier,"1 rue henri fabre, Avignon, France",Restaurant,192,2
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Tommy’s Diner,"311 chemin des Petits Rougiers, Avignon, France",Restaurant,6271,75
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,L’Emulsion,"1 rue de l'Hôpital, Avignon, France",Restaurant,17806,213
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Les Remparts d’Avignon,"Avignon, 84000",Activité,308,3
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,L’aRoma,"43 rue de la république, Avignon, France",Restaurant,314,3
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Chez Mamie,"41 – 43 rue Carnot, Avignon, France",Restaurant,302,3
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Brigitte coffee shop,"3, Place Saint-Marc, Avignon, France",Restaurant,2036,24
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Restaurant de l’Hôtel La Ferme,"110 chemin des Bois, Avignon, France",Restaurant,3601,43
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Chapelle Saint-Louis,"Rue du Portail Boquier, Avignon, 84000",Activité,355,4
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Le Bouzouki,"13 Chemin du Polygone, Avignon, France",Restaurant,3317,39
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Musée Pierre-de-Luxembourg,"3 rue de la République, Villeneuve-lez-Avignon, 30400",Activité,2305,27
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,La Table des Chartreux,"RD 6580, Avignon, France",Restaurant,5776,69
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Chapelle de l’Agache,"Place de l'église, Caumont-sur-Durance, 84510, Avignon, France",Activité,12509,150
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Najeti Hôtel la Magnaneraie – Bar à Manger,"37 rue Camp de Bataille, Avignon, France",Restaurant,2709,32
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,L’Heure Bleue,"5 rue de la république, Avignon, France",Restaurant,221,2
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Chez Ju,"9 rue de la République, Avignon, France",Restaurant,7848,94
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Hiély-Lucullus,"5, rue de la République, Avignon, France",Restaurant,221,2
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,La Chartreuse – Centre national des écritures du spectacle,"58 rue de la République, Villeneuve-lez-Avignon, 30400",Activité,2339,28
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Les Terrasses du Lac – Restaurant du Golf du Grand Avignon,"Chemin de la Banastière, Avignon, France",Restaurant,7093,85
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,La Mirande – Le Bistrot “La Salle à Manger”,"4, place de l'Amirande, Avignon, France",Restaurant,384,4
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Lili Rosa,"Centre Commercial Buld'Air, Avignon, France",Restaurant,7543,90
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,La Parenthèse d’Entraigues,"719 route de Carpentras, Avignon, France",Restaurant,7763,93
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Hôtel d’Adhémar de Cransac,"11 rue de Taulignan, Avignon, 84000",Activité,383,4
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Eglise Saint-Ruf,"boulevard Gambetta, Avignon, 84000",Activité,1178,14
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Jardin Ceccano,"2 bis rue Laboureur, Avignon, 84000",Activité,84,1
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Le Lapin Blanc,"101 Rue de la Bonneterie, Avignon, France",Restaurant,359,4
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Collégiale Notre-Dame et son cloître,"Place Meissonnier, Villeneuve-lez-Avignon, 30400",Activité,2018,24
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,La Fourchette,"17 rue Racine, Avignon, France",Restaurant,442,5
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Hôtel des Monnaies,"5 Place du Palais, 84000 Avignon, France",Activité,431,5
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Roues à Aube des Teinturiers,"Rue des Teinturiers, Avignon, 84000",Activité,487,5
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Musée Lapidaire,"27 rue de la République, Avignon, 84000",Activité,128,1
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Kozy,"11 Rue de l'Hôpital, 30400 Villeneuve-lès-Avignon, France",Restaurant,1918,23
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Tour des Templiers,"Place de l'église, Entraigues-sur-la-Sorgue, 84320, Avignon, France",Activité,11405,136
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,12534,150
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,238,2
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Naturabsolu,"10 place Saint Marc, Avignon, France",Restaurant,2005,24
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Ô FONDUES by LE ROUGE GORGE,"10 bis, rue Peyrolerie, Avignon, France",Restaurant,356,4
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Restaurant Pizzeria Bagatelle,"25, allée Antoine Pinay, Avignon, France",Restaurant,929,11
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Italie là-bas,"23, Rue de la Bancasse, Avignon, France",Restaurant,127,1
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Jardin de l’abbaye Saint-Ruf,"avenue Moulin de Notre-Dame, Avignon, 84000",Activité,1341,16
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Le Molière,"68, place des Corps Saints, Avignon, France",Restaurant,276,3
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Eglise Notre-Dame du Bon Repos,"Montfavet, Avignon, 84000",Activité,5577,66
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Chez Olivier Bistrot,"5 place Jean Jaurès, Avignon, France",Restaurant,12534,150
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Collection Lambert,"5 rue Violette, Avignon, 84000",Activité,330,3
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Les 4’Saisons,"15 rue Laurent Bertrand, Avignon, France",Restaurant,11609,139
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,L’Epicerie de Ginette,"25-27, place des Corps Saints, Avignon, France",Restaurant,277,3
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Eglise paroissiale Saint Symphorien,"Place de l'Église, Caumont-sur-Durance, 84510, Avignon, France",Activité,12509,150
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Le 17 Place aux Vins Avignon • Bar à vin / Caviste,"74 Place des Corps Saints, Avignon, France",Restaurant,298,3
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Le Coude à Coude,"37 rue de la Saraillerie, Avignon, France",Restaurant,61,0
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,OISEAU,"5 Rue Cabassole, Avignon, France",Restaurant,1816,21
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Pinocchio,"29 rue Théodore Aubanel, Avignon, France",Restaurant,12445,149
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,La Gare,"322 avenue de Saint Tronquet, Avignon, France",Restaurant,6569,78
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Eglise Saint Thomas,"Place de l'église, Vedène, 84270, Avignon, France",Activité,8399,100
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Grand Café Barretta / Restaurant et Bar à Vin,"14 Place Saint Didier, Avignon, France",Restaurant,0,0
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Une Marguerite à Table,"18ter, Rue Pétramale, Avignon, France",Restaurant,204,2
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Place des Corps Saints,"Place des Corps Saints, Avignon, 84000",Activité,277,3
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Basta Cosi,"7, impasse du Pont, Avignon, France",Restaurant,1489,17
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Maison Jean Vilar,"8 rue de Mons, Avignon, 84000",Activité,282,3
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,La Mirande – La Table Haute,"4 Place de l'Amirande, Avignon, France",Restaurant,384,4
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Restaurant l’Entre-Deux – Hôtel Ibis Styles Avignon Sud,"2968, Avenue de l'Amandier, Avignon, France",Restaurant,3692,44
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Restaurant St Bénézet,"10 Chemin de la Barthelasse, 84000 Avignon, France",Restaurant,1161,13
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Le jardin du musée Calvet,"65 rue Joseph Vernet, Avignon, 84000",Activité,311,3
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,IT Trattoria,"641 avenue de Saint-Tronquet, Avignon, France",Restaurant,6345,76
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Le Goût Pile,"62 place du Petit Pont, Avignon, France",Restaurant,8754,105
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,La Guinguette Velleronnaise,"276 rue du Jas, Avignon, France",Restaurant,12482,149
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Casa Bronzini,"13 Place de l'Horloge, Avignon, France",Restaurant,272,3
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Parc Champfleury,"Avenue du Blanchissage, Avignon, 84000",Activité,754,9
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Jardin Verger Urbain V,"rue Vice-légat, Avignon, 84000",Activité,415,4
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Synagogue d’Avignon,"2 place Jérusalem, Avignon, 84000",Activité,252,3
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Le Mas Lindo,"51 avenue du Mont-Ventoux, Avignon, France",Restaurant,10602,127
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Le Petit Grand,"72, place des Corps Saints, Avignon, France",Restaurant,291,3
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Acte 2,"3B rue de la Petite Calade, Avignon, France",Restaurant,328,3
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Comptoir des Frangines,"130, Chemin du Pont Blanc, Avignon, France",Restaurant,7387,88
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Les Remparts de Caumont,"Rue de la Dévalade, Caumont-sur-Durance, 84510, Avignon, France",Activité,12531,150
Museum Requien – Musée d’Histoire Naturelle,"67 rue Joseph Vernet, Avignon, 84000",Activité,L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,8858,106
Museum Requien – Musée d’Histoire Naturelle,"67 rue Joseph Vernet, Avignon, 84000",Activité,Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,310,3
Museum Requien – Musée d’Histoire Naturelle,"67 rue Joseph Vernet, Avignon, 84000",Activité,Museum Requien – Musée d’Histoire Naturelle,"67 rue Joseph Vernet, Avignon, 84000",Activité,0,0
Museum Requien – Musée d’Histoire Naturelle,"67 rue Joseph Vernet, Avignon, 84000",Activité,Restaurant La Bodeguita,"18 Boulevard Limbert, Avignon, France",Restaurant,1099,13
Museum Requien – Musée d’Histoire Naturelle,"67 rue Joseph Vernet, Avignon, 84000",Activité,La Mirande – Le Restaurant Gastronomique,"4 place de l'Amirande, Avignon, France",Restaurant,511,6
Museum Requien – Musée d’Histoire Naturelle,"67 rue Joseph Vernet, Avignon, 84000",Activité,Le Carré du Palais,"1 Place du Palais, Avignon, France",Restaurant,637,7
Museum Requien – Musée d’Histoire Naturelle,"67 rue Joseph Vernet, Avignon, 84000",Activité,Livrée Ceccano – Bibliothèque municipale,"2 bis rue Laboureur, Avignon, 84000",Activité,251,3
Museum Requien – Musée d’Histoire Naturelle,"67 rue Joseph Vernet, Avignon, 84000",Activité,Restaurant Pizzéria Le Pili,"34- 36  Place des Corps Saints, Avignon, France",Restaurant,441,5
Museum Requien – Musée d’Histoire Naturelle,"67 rue Joseph Vernet, Avignon, 84000",Activité,Restaurant Le Patio / Bar à vin – Novotel Avignon Centre,"20 boulevard Saint Roch, Avignon, France",Restaurant,443,5
Museum Requien – Musée d’Histoire Naturelle,"67 rue Joseph Vernet, Avignon, 84000",Activité,Ancienne comédie d’Avignon,"9 Place Crillon, 84000 Avignon, France",Activité,388,4
Museum Requien – Musée d’Histoire Naturelle,"67 rue Joseph Vernet, Avignon, 84000",Activité,V&G Veggie et Gastro,"28 rue de la bonneterie, Avignon, France",Restaurant,440,5
